name,lat,lon,addr:city,tower:construction,tower:type,tourism,height,building,wikipedia,charge,start_date,access,surveillance,man_made,darkness_value,falchi_category
Unnamed POI,49.1514089,14.7250084,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.11399531,Modrá (Mírné znečištění)
Unnamed POI,50.0253124,15.822606,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.9380221,Zelená (Silné znečištění)
Unnamed POI,49.8359225,13.9027117,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8359718,13.9033581,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8431583,13.9037551,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.8375031,13.8979924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.30411983,Světle modrá (Střední znečištění)
Unnamed POI,49.8363216,13.9064489,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8363162,13.9064546,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8363212,13.9064552,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8363185,13.9064467,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8432474,13.9037558,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.8432366,13.9037615,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.843095,13.9035794,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.8430976,13.9035945,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.8369944,13.9083921,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26262987,Světle modrá (Střední znečištění)
Unnamed POI,49.8369855,13.9084228,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26262987,Světle modrá (Střední znečištění)
Unnamed POI,49.8383075,13.9022245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.35692003,Tmavě zelená (Znečištěná)
Unnamed POI,49.8361993,13.904058,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29706207,Světle modrá (Střední znečištění)
Unnamed POI,49.8355324,13.9127453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26262987,Světle modrá (Střední znečištění)
Unnamed POI,49.8355413,13.9127662,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26262987,Světle modrá (Střední znečištění)
Unnamed POI,50.5994188,15.2196526,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17620547,Světle modrá (Střední znečištění)
Unnamed POI,50.5937241,15.2248099,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17337242,Světle modrá (Střední znečištění)
Unnamed POI,48.854267,16.051533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8543168,16.0515283,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8543864,16.051523,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8543642,16.0514106,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8547127,16.0514039,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8548529,16.0513539,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8548921,16.0513345,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,48.8551406,16.0512701,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0972613,Zelená (Silné znečištění)
Unnamed POI,50.1675617,16.3196129,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.1809392,Světle modrá (Střední znečištění)
Unnamed POI,50.1772926,16.3192978,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17250796,Světle modrá (Střední znečištění)
Rozhledna na Vrátenské hoře,50.4770035,14.6515795,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13235962,Modrá (Mírné znečištění)
Unnamed POI,50.0925735,14.4093761,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,4.610816,Oranžová (Extrémní znečištění)
Unnamed POI,49.3998965,15.5936377,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0010743,Zelená (Silné znečištění)
Unnamed POI,49.1779345,16.5654313,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8454044,Žlutá (Velmi silné znečištění)
Unnamed POI,50.7346672,14.438128,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17247047,Světle modrá (Střední znečištění)
Unnamed POI,49.7524168,14.5336331,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,webcam,surveillance,0.14733282,Modrá (Mírné znečištění)
Unnamed POI,49.7478684,13.3976719,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7522193,14.5384847,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.14733282,Modrá (Mírné znečištění)
Unnamed POI,49.7522288,14.5385089,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.14733282,Modrá (Mírné znečištění)
Unnamed POI,49.7473049,13.3965292,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7461942,13.3952337,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.746561,13.3931303,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.746095,13.3947214,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7468008,13.397173,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7467256,13.3937044,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7470068,13.3955395,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7463809,13.3938014,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7473621,13.3965614,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7468868,13.3947773,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7474557,13.3966473,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7469892,13.3948043,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0745049,Žlutá (Velmi silné znečištění)
Unnamed POI,49.5425271,15.3539239,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.37125382,Tmavě zelená (Znečištěná)
Unnamed POI,49.004751,14.4381205,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.6979823,Zelená (Silné znečištění)
Unnamed POI,49.0034606,14.4409799,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.85597247,Zelená (Silné znečištění)
Unnamed POI,49.004694,14.4403703,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.6979823,Zelená (Silné znečištění)
Unnamed POI,50.0384045,15.7820094,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8224343,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0388528,15.7818759,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8224343,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0380886,15.7816103,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.8224343,Žlutá (Velmi silné znečištění)
Unnamed POI,49.1904586,16.6756118,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.5242431,Žlutá (Velmi silné znečištění)
Unnamed POI,50.075896,14.4198807,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,4.49328,Oranžová (Extrémní znečištění)
Unnamed POI,50.0756071,14.4191748,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,4.49328,Oranžová (Extrémní znečištění)
Unnamed POI,48.8128569,14.3139934,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.5378362,Tmavě zelená (Znečištěná)
Unnamed POI,48.8128384,14.3143212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.5378362,Tmavě zelená (Znečištěná)
Unnamed POI,48.8121454,14.3120775,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.46057072,Tmavě zelená (Znečištěná)
Unnamed POI,49.543219,15.353871,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.37125382,Tmavě zelená (Znečištěná)
Unnamed POI,49.1465929,14.7147985,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.11852094,Modrá (Mírné znečištění)
Unnamed POI,50.7946967,14.0444374,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16608223,Světle modrá (Střední znečištění)
Unnamed POI,48.8106184,14.3100782,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.46057072,Tmavě zelená (Znečištěná)
Unnamed POI,48.8127939,14.3146819,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.5378362,Tmavě zelená (Znečištěná)
Unnamed POI,48.8126913,14.3149334,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.5378362,Tmavě zelená (Znečištěná)
Unnamed POI,49.7568638,14.5291614,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.16720086,Světle modrá (Střední znečištění)
Unnamed POI,49.7653665,13.4029346,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.2948627,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7653738,13.4029561,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.2948627,Žlutá (Velmi silné znečištění)
Unnamed POI,49.5568908,13.9534883,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.15997383,Modrá (Mírné znečištění)
Unnamed POI,49.5609383,13.9478652,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.15742907,Modrá (Mírné znečištění)
Unnamed POI,49.5609626,13.9478679,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.15742907,Modrá (Mírné znečištění)
Unnamed POI,49.4569951,13.780915,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.10126348,Modrá (Mírné znečištění)
Unnamed POI,49.4837935,13.4984015,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.10262517,Modrá (Mírné znečištění)
Unnamed POI,49.5643395,13.4958498,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13529825,Modrá (Mírné znečištění)
Unnamed POI,49.2369812,16.746374,Unknown,Unknown,Unknown,Unknown,0.4,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.4219477,Tmavě zelená (Znečištěná)
Unnamed POI,50.4413995,13.9034315,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16010849,Světle modrá (Střední znečištění)
Unnamed POI,49.0992755,14.5720164,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.16732867,Světle modrá (Střední znečištění)
Unnamed POI,50.5246379,14.6529669,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13739555,Modrá (Mírné znečištění)
Unnamed POI,50.6605817,14.2515314,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.1500285,Modrá (Mírné znečištění)
Unnamed POI,50.4911554,14.6243081,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.122103065,Modrá (Mírné znečištění)
Unnamed POI,50.4900688,14.6203753,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.122103065,Modrá (Mírné znečištění)
Unnamed POI,50.4902663,14.6202117,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.122103065,Modrá (Mírné znečištění)
Unnamed POI,50.031848,15.7752033,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8305793,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0363386,15.7754443,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8305793,Žlutá (Velmi silné znečištění)
Unnamed POI,48.853978,16.0515032,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.97087234,Zelená (Silné znečištění)
Unnamed POI,50.0892481,14.4167212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,4.9607544,Oranžová (Extrémní znečištění)
Unnamed POI,49.9710765,14.135102,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.35661808,Tmavě zelená (Znečištěná)
Unnamed POI,49.2040897,16.599251,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.95351,Oranžová (Extrémní znečištění)
Unnamed POI,49.1914612,16.6096305,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,3.4255514,Oranžová (Extrémní znečištění)
Unnamed POI,49.1914445,16.6095323,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,3.4255514,Oranžová (Extrémní znečištění)
Unnamed POI,49.1914552,16.611011,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,3.4255514,Oranžová (Extrémní znečištění)
Unnamed POI,49.1914271,16.6107965,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,3.4255514,Oranžová (Extrémní znečištění)
Unnamed POI,49.2230605,16.5843516,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.1993527,Žlutá (Velmi silné znečištění)
Unnamed POI,49.223164,16.5842806,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.1993527,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0453701,15.7557314,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.7796091,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0453206,15.7556967,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.7796091,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0816115,12.3659418,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.8635241,Zelená (Silné znečištění)
Unnamed POI,50.0809716,12.3662239,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.8635241,Zelená (Silné znečištění)
Unnamed POI,48.8521643,16.0514019,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.97087234,Zelená (Silné znečištění)
Unnamed POI,49.2293319,16.5857204,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.0043397,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2293351,16.5857309,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.0043397,Žlutá (Velmi silné znečištění)
Unnamed POI,48.8516704,16.0505002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.97087234,Zelená (Silné znečištění)
Unnamed POI,49.3993615,17.8830747,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13822389,Modrá (Mírné znečištění)
Unnamed POI,50.7521231,15.5833794,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.112843625,Modrá (Mírné znečištění)
Unnamed POI,50.7684303,15.5486107,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.097489566,Modrá (Mírné znečištění)
Unnamed POI,48.7949415,14.6817036,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.07206467,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.121438,13.2660408,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.06846197,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.1206538,13.267052,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.070945166,Tmavě modrá (Slabé znečištění)
Unnamed POI,49.2493849,16.6613135,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.68934345,Zelená (Silné znečištění)
Louka nad Husovou,49.2496578,16.6626961,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.68934345,Zelená (Silné znečištění)
Unnamed POI,50.2026289,12.2467029,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13517632,Modrá (Mírné znečištění)
Unnamed POI,48.9849054,14.4858456,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.6549842,Žlutá (Velmi silné znečištění)
Unnamed POI,50.0886476,14.4034871,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,4.2743573,Oranžová (Extrémní znečištění)
Unnamed POI,50.0885196,14.4014304,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,4.2743573,Oranžová (Extrémní znečištění)
Unnamed POI,50.0886481,14.4034751,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,4.2743573,Oranžová (Extrémní znečištění)
Unnamed POI,49.9076575,15.6533765,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.16659006,Světle modrá (Střední znečištění)
Unnamed POI,50.0456863,15.4493498,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.34056565,Tmavě zelená (Znečištěná)
Unnamed POI,50.0456222,15.4492117,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.34056565,Tmavě zelená (Znečištěná)
Unnamed POI,50.0455932,15.449167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.34056565,Tmavě zelená (Znečištěná)
Unnamed POI,50.0454323,15.449672,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.34056565,Tmavě zelená (Znečištěná)
Unnamed POI,50.0453753,15.4497401,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.34056565,Tmavě zelená (Znečištěná)
Unnamed POI,49.2222927,16.5845818,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.1993527,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2221981,16.5846484,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.1993527,Žlutá (Velmi silné znečištění)
Unnamed POI,50.162096,14.7494777,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.74565274,Zelená (Silné znečištění)
Unnamed POI,50.0712948,14.3750422,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,3.2396975,Oranžová (Extrémní znečištění)
Unnamed POI,50.1120351,14.3193398,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.7077056,Žlutá (Velmi silné znečištění)
Unnamed POI,49.1815599,16.6042678,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.974759,Oranžová (Extrémní znečištění)
Unnamed POI,49.1812362,16.6041834,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.974759,Oranžová (Extrémní znečištění)
Unnamed POI,49.1812313,16.6041872,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.974759,Oranžová (Extrémní znečištění)
Unnamed POI,49.1511435,14.7254182,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.11399531,Modrá (Mírné znečištění)
