name,lat,lon,addr:city,tower:construction,tower:type,tourism,height,building,wikipedia,charge,start_date,access,surveillance,man_made,darkness_value,falchi_category
Unnamed POI,50.2488034,17.1898626,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18456309,Světle modrá (Střední znečištění)
Unnamed POI,50.0892344,14.3081211,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.155028,Žlutá (Velmi silné znečištění)
Unnamed POI,50.2431846,17.1453593,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18945488,Světle modrá (Střední znečištění)
Unnamed POI,50.2269972,12.8917394,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.43670556,Tmavě zelená (Znečištěná)
Unnamed POI,50.2276728,17.0992044,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.10950597,Modrá (Mírné znečištění)
Unnamed POI,50.2337846,17.1120111,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.12924497,Modrá (Mírné znečištění)
Unnamed POI,49.0643182,13.3946905,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.032322627,Šedá (Téměř přirozená)
Malý Bezděz,50.539919,14.7137341,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13779432,Modrá (Mírné znečištění)
Unnamed POI,49.87986,14.6729514,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.31686255,Světle modrá (Střední znečištění)
Unnamed POI,49.7213768,14.9562973,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13575716,Modrá (Mírné znečištění)
Unnamed POI,49.7496206,13.373283,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,2.5479796,Žlutá (Velmi silné znečištění)
Vochlice rozhledna,50.1520912,13.316428,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.084021755,Modrá (Mírné znečištění)
Unnamed POI,49.0589102,13.7769459,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.18288489,Světle modrá (Střední znečištění)
Myšák,49.8339425,14.4559825,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.20259899,Světle modrá (Střední znečištění)
Unnamed POI,50.7881357,14.2287785,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.4861298,Tmavě zelená (Znečištěná)
Unnamed POI,49.2543406,13.3314456,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.048302993,Tmavě modrá (Slabé znečištění)
Unnamed POI,49.0725885,17.4240573,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5716624,Tmavě zelená (Znečištěná)
Unnamed POI,49.0734428,17.4243902,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5716624,Tmavě zelená (Znečištěná)
Unnamed POI,49.0735358,17.4245665,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5716624,Tmavě zelená (Znečištěná)
Unnamed POI,49.8987147,14.4730054,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.3996221,Tmavě zelená (Znečištěná)
Unnamed POI,49.9009636,14.4750875,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.41985023,Tmavě zelená (Znečištěná)
Mariensruh,50.8792182,14.4130358,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.09359455,Modrá (Mírné znečištění)
Unnamed POI,50.8779813,14.4122735,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.09585736,Modrá (Mírné znečištění)
Unnamed POI,50.1569045,17.1492107,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.072071,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.0013886,16.0277194,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.14903356,Modrá (Mírné znečištění)
Unnamed POI,49.6449995,16.7651706,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.12908638,Modrá (Mírné znečištění)
Unnamed POI,50.178705,14.2194047,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5348771,Tmavě zelená (Znečištěná)
Unnamed POI,50.1907911,14.2459372,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.51208866,Tmavě zelená (Znečištěná)
Unnamed POI,49.6485667,16.7708461,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.12042208,Modrá (Mírné znečištění)
Unnamed POI,48.8110655,14.3207707,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.42393446,Tmavě zelená (Znečištěná)
Unnamed POI,49.2239717,16.6235655,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.9673537,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2239895,16.6234873,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.9673537,Žlutá (Velmi silné znečištění)
Unnamed POI,50.1156986,14.3230188,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.5063857,Žlutá (Velmi silné znečištění)
Unnamed POI,49.055155,13.778149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.18288489,Světle modrá (Střední znečištění)
Unnamed POI,50.0280417,14.9363992,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2271994,Světle modrá (Střední znečištění)
Unnamed POI,49.2189639,16.5677814,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.9662086,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9401729,15.801605,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.6577401,Zelená (Silné znečištění)
Unnamed POI,49.2717274,17.3204867,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.22160667,Světle modrá (Střední znečištění)
Unnamed POI,50.7903002,14.6523474,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15197772,Modrá (Mírné znečištění)
Unnamed POI,50.7482665,14.6304321,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17179666,Světle modrá (Střední znečištění)
Unnamed POI,50.8211689,14.3569528,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13093798,Modrá (Mírné znečištění)
Unnamed POI,48.9616624,16.7523581,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.22013834,Světle modrá (Střední znečištění)
Unnamed POI,48.9938162,14.4704029,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.7019606,Žlutá (Velmi silné znečištění)
Vyhlídka sv. Ludmily,50.1702181,14.3734515,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.1183944,Zelená (Silné znečištění)
Unnamed POI,50.1703506,14.3740244,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.1183944,Zelená (Silné znečištění)
Unnamed POI,50.1662869,14.3608928,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0405302,Zelená (Silné znečištění)
Unnamed POI,50.1662663,14.3611865,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0405302,Zelená (Silné znečištění)
Unnamed POI,49.92119,15.8133666,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.4196405,Tmavě zelená (Znečištěná)
Unnamed POI,49.9212963,15.8131396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.4196405,Tmavě zelená (Znečištěná)
Unnamed POI,50.14104,14.0989333,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0155143,Zelená (Silné znečištění)
Unnamed POI,50.1406634,14.0988505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0155143,Zelená (Silné znečištění)
Unnamed POI,50.1408955,14.098941,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0155143,Zelená (Silné znečištění)
Unnamed POI,49.9211838,15.8133641,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.4196405,Tmavě zelená (Znečištěná)
Unnamed POI,49.9212992,15.8131494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.4196405,Tmavě zelená (Znečištěná)
Unnamed POI,50.1407165,14.0990932,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.0155143,Zelená (Silné znečištění)
Unnamed POI,49.9686305,12.6994896,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5072064,Tmavě zelená (Znečištěná)
Unnamed POI,50.0384848,14.5705549,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.9810164,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9516936,15.7946881,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.832586,Zelená (Silné znečištění)
Dlouhý hřeben,50.6105286,14.569482,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17904973,Světle modrá (Střední znečištění)
Unnamed POI,49.5761806,18.4745769,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16195942,Světle modrá (Střední znečištění)
Unnamed POI,49.8882722,14.3918974,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.3956633,Tmavě zelená (Znečištěná)
Unnamed POI,49.8683961,14.3616451,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.25710955,Světle modrá (Střední znečištění)
Unnamed POI,49.6810215,13.4648557,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.40578395,Tmavě zelená (Znečištěná)
Unnamed POI,49.6321227,18.2022293,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.36720654,Tmavě zelená (Znečištěná)
Unnamed POI,49.6318509,18.20118,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.36720654,Tmavě zelená (Znečištěná)
Unnamed POI,49.3360176,14.2977934,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.08981672,Modrá (Mírné znečištění)
Unnamed POI,49.4747813,13.2715005,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.11893725,Modrá (Mírné znečištění)
Černá skála,49.816235,13.6375976,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13112332,Modrá (Mírné znečištění)
velke skalky,49.2780108,16.7000878,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.34509546,Tmavě zelená (Znečištěná)
velke skalky,49.2779095,16.6999925,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.34509546,Tmavě zelená (Znečištěná)
Unnamed POI,50.0193965,14.4815839,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.4057412,Žlutá (Velmi silné znečištění)
Unnamed POI,50.5877245,14.3717658,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13071822,Modrá (Mírné znečištění)
Na horách,50.4514842,14.2102425,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2455274,Světle modrá (Střední znečištění)
Unnamed POI,48.7181145,14.7074785,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.046393942,Tmavě modrá (Slabé znečištění)
Unnamed POI,48.9208754,14.3417067,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18807688,Světle modrá (Střední znečištění)
Unnamed POI,48.9197289,14.3427796,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.1892726,Světle modrá (Střední znečištění)
Unnamed POI,48.9042758,14.4027516,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.23041895,Světle modrá (Střední znečištění)
Unnamed POI,48.9336795,14.0281533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.046070967,Tmavě modrá (Slabé znečištění)
Unnamed POI,48.8566633,16.4719459,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13758431,Modrá (Mírné znečištění)
Unnamed POI,49.6469678,18.2663079,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.39471132,Tmavě zelená (Znečištěná)
Unnamed POI,50.7845004,14.6468884,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18412639,Světle modrá (Střední znečištění)
Unnamed POI,50.1005965,17.1502217,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.06723262,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.0825919,14.4240951,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,5.038393,Oranžová (Extrémní znečištění)
Unnamed POI,50.372082,12.9273993,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13397282,Modrá (Mírné znečištění)
Unnamed POI,50.3513516,12.9340096,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15662706,Modrá (Mírné znečištění)
Unnamed POI,50.3741486,12.9150825,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13749784,Modrá (Mírné znečištění)
Unnamed POI,50.3380282,12.9238398,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.1606487,Světle modrá (Střední znečištění)
Unnamed POI,49.0572229,16.7058694,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26849785,Světle modrá (Střední znečištění)
Unnamed POI,49.1660068,16.7261734,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.8122097,Zelená (Silné znečištění)
Unnamed POI,49.0574077,16.7064511,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.26849785,Světle modrá (Střední znečištění)
Unnamed POI,49.1777299,13.2538229,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.04448344,Tmavě modrá (Slabé znečištění)
Unnamed POI,49.9680638,14.411188,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.95230335,Zelená (Silné znečištění)
Unnamed POI,49.8724813,14.4522951,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.30624977,Světle modrá (Střední znečištění)
Unnamed POI,50.6879131,15.2587885,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.23257676,Světle modrá (Střední znečištění)
Vyhled Nad Jizdarnou,49.6052691,18.5266206,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.19483583,Světle modrá (Střední znečištění)
Unnamed POI,49.5522743,17.0946621,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.3583699,Tmavě zelená (Znečištěná)
Unnamed POI,49.6987914,14.4561306,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.10603644,Modrá (Mírné znečištění)
Unnamed POI,49.2773758,13.6082218,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.088902734,Modrá (Mírné znečištění)
Unnamed POI,49.7464792,13.389571,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.328345,Žlutá (Velmi silné znečištění)
Unnamed POI,49.7464403,13.3896851,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.328345,Žlutá (Velmi silné znečištění)
Studený vrch rozhledna,49.8050209,14.0830963,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.12905091,Modrá (Mírné znečištění)
Unnamed POI,49.8655434,17.8738786,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.24588168,Světle modrá (Střední znečištění)
Unnamed POI,50.934723,15.0766742,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2561949,Světle modrá (Střední znečištění)
Unnamed POI,50.0354387,15.7667412,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.9691756,Žlutá (Velmi silné znečištění)
9-StoneStand,49.4488267,13.8402504,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.10092138,Modrá (Mírné znečištění)
Unnamed POI,49.824992,17.6671904,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.10200135,Modrá (Mírné znečištění)
Výhled na Alpy,50.0052448,16.725346,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.094078526,Modrá (Mírné znečištění)
Unnamed POI,49.4352113,12.9432175,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.27234843,Světle modrá (Střední znečištění)
Unnamed POI,49.4352562,12.9430753,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.27234843,Světle modrá (Střední znečištění)
Unnamed POI,50.179198,15.8417304,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.1309909,Zelená (Silné znečištění)
Vyhlídka Chabeřické skály,49.7510019,15.0878326,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.17176256,Světle modrá (Střední znečištění)
Přední Bukový (rozhledna),50.0140204,17.013083,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16318655,Světle modrá (Střední znečištění)
Unnamed POI,50.3118026,16.3684386,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.08920705,Modrá (Mírné znečištění)
Unnamed POI,50.3530056,16.3598569,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.097537905,Modrá (Mírné znečištění)
Kožová hora (rozhledna),50.1134919,14.1036344,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.66764593,Zelená (Silné znečištění)
Unnamed POI,49.1333551,13.5637378,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.065152094,Tmavě modrá (Slabé znečištění)
Prostřední skála,49.9850655,17.0582649,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13272329,Modrá (Mírné znečištění)
Unnamed POI,49.0682836,13.4950846,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.03343864,Šedá (Téměř přirozená)
Nad Hraběšicemi,49.9865247,17.0791784,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.11814322,Modrá (Mírné znečištění)
Unnamed POI,48.9870061,14.4968951,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.4333025,Žlutá (Velmi silné znečištění)
Unnamed POI,49.4123329,16.7581328,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.1662284,Světle modrá (Střední znečištění)
Helišova skála,49.4124634,16.7587351,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15979613,Modrá (Mírné znečištění)
Unnamed POI,49.1883785,16.7636365,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5246678,Tmavě zelená (Znečištěná)
Vyhlídka na Karlík,49.9383327,14.2617818,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.4835118,Tmavě zelená (Znečištěná)
Unnamed POI,49.235907,16.5849073,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.0043397,Žlutá (Velmi silné znečištění)
Lhotka rozhledna,49.9960242,14.1070569,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.32990667,Tmavě zelená (Znečištěná)
Lhotka rozhledna (odb.),49.9986491,14.1065853,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.32990667,Tmavě zelená (Znečištěná)
Unnamed POI,50.0707154,14.4143192,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,4.125843,Oranžová (Extrémní znečištění)
Besedná (rozhledna),49.7645527,14.3770934,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.12380746,Modrá (Mírné znečištění)
Vyhlídka kouzel,50.5722972,16.1398064,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.11170886,Modrá (Mírné znečištění)
Unnamed POI,49.2778465,17.0213988,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.40537518,Tmavě zelená (Znečištěná)
Unnamed POI,49.2778455,17.0212523,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.40537518,Tmavě zelená (Znečištěná)
Třenická hora (rozhledna),49.8543311,13.822876,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18041097,Světle modrá (Střední znečištění)
Unnamed POI,50.5269467,13.7621198,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.3463886,Tmavě zelená (Znečištěná)
Unnamed POI,50.5320622,13.7590742,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.40459076,Tmavě zelená (Znečištěná)
