name,lat,lon,darkness_value,falchi_category
Borůvčí,50.401,12.7506,0.10126159,Modrá (Mírné znečištění)
Pohled na lázně,50.3674,12.926,0.15948007,Modrá (Mírné znečištění)
Voštinová skála,50.0106,16.9718,0.16706283,Světle modrá (Střední znečištění)
Výhled na trať a Chomutov,50.4219,13.4319,0.32572258,Tmavě zelená (Znečištěná)
Vyhlídka U Kříže,50.6829,15.2188,0.24080026,Světle modrá (Střední znečištění)
Pozorovatelna vodního ptactva,50.1139,12.3178,0.24291864,Světle modrá (Střední znečištění)
U Köglerova kříže,50.9104,14.4881,0.1481793,Modrá (Mírné znečištění)
Svah Čertovka,50.6237,14.0541,0.47247794,Tmavě zelená (Znečištěná)
Kašparova vyhlídka,49.6245,17.4451,0.19838649,Světle modrá (Střední znečištění)
Goethova vyhlídka,49.8124,12.8523,0.07850326,Tmavě modrá (Slabé znečištění)
Krahulcova vyhlídka,49.463,16.7202,0.15683423,Modrá (Mírné znečištění)
Vyhlídka u kostela,48.81,14.316,0.46057072,Tmavě zelená (Znečištěná)
Novoveský vrch,49.9964,17.2715,0.08014058,Modrá (Mírné znečištění)
Žampašská vyhlídka,49.8702,14.4879,0.30003595,Světle modrá (Střední znečištění)
Na Výhledu,50.8611,14.9649,0.24638774,Světle modrá (Střední znečištění)
Velký kámen,49.7282,13.7368,0.11478676,Modrá (Mírné znečištění)
Máchova vyhlídka,50.6124,14.5074,0.15419734,Modrá (Mírné znečištění)
Papinova vyhlídka,50.6287,14.4029,0.15130326,Modrá (Mírné znečištění)
Vyhlídka na Bezděz,50.5255,14.6874,0.14103186,Modrá (Mírné znečištění)
Nad Strží,50.7581,14.7084,0.14953102,Modrá (Mírné znečištění)
Vyhlídka na soutok,49.2345,14.3845,0.20157239,Světle modrá (Střední znečištění)
Kořenská skála,49.2355,14.3849,0.20157239,Světle modrá (Střední znečištění)
Vyhlídka dědy z Dědova,50.5599,16.2028,0.12801379,Modrá (Mírné znečištění)
Joštova vyhlídka,50.1495,15.9638,0.19898571,Světle modrá (Střední znečištění)
Šumavská vyhlídka,49.1678,14.0913,0.09036732,Modrá (Mírné znečištění)
Vyhlídka Praděd,50.122,17.3976,0.11678628,Modrá (Mírné znečištění)
průhled na Klíč,50.7395,14.5457,0.29855463,Světle modrá (Střední znečištění)
Muflon a daněk,50.1744,15.9111,0.33132106,Tmavě zelená (Znečištěná)
Jelen sika Dybowského,50.1708,15.9138,0.30570123,Světle modrá (Střední znečištění)
Malé Hradisko,49.8026,16.1702,0.09427445,Modrá (Mírné znečištění)
Lama a klokan,50.2058,15.9173,0.40752667,Tmavě zelená (Znečištěná)
Sokolohrady,49.7148,15.7137,0.11917089,Modrá (Mírné znečištění)
Knesplova vyhlídka,50.805,14.648,0.13841349,Modrá (Mírné znečištění)
Chloudov,50.6275,15.2386,0.19621925,Světle modrá (Střední znečištění)
Luisino údolí,50.6591,15.6486,0.13851194,Modrá (Mírné znečištění)
Duncanova vyhlídka,49.9967,12.6932,0.13699119,Modrá (Mírné znečištění)
U Peršinky,50.6182,15.3085,0.24339955,Světle modrá (Střední znečištění)
U Bakala,50.6216,15.3052,0.19200782,Světle modrá (Střední znečištění)
Peretka,50.616,15.3099,0.24339955,Světle modrá (Střední znečištění)
Brusná,49.9317,16.9345,0.22955902,Světle modrá (Střední znečištění)
Šeptouchovská skála,49.6944,15.2718,0.2050071,Světle modrá (Střední znečištění)
pod Šeptouchovskou skálou,49.6945,15.2715,0.2050071,Světle modrá (Střední znečištění)
Krásná vyhlídka,50.7639,15.2863,0.21734418,Světle modrá (Střední znečištění)
Vyhlídka k Jizerkám,50.7514,15.2827,0.25154305,Světle modrá (Střední znečištění)
Šmídova vyhlídka,50.7442,15.569,0.11062974,Modrá (Mírné znečištění)
Vyhlídka českých bratří,50.6262,15.2015,0.19295259,Světle modrá (Střední znečištění)
Výhled na Suché skály,50.6323,15.2057,0.20278181,Světle modrá (Střední znečištění)
Třitrubecká vyhlídka,49.7038,13.7845,0.08033734,Modrá (Mírné znečištění)
Vyhlídková plošina Lovoš,50.5278,14.0183,0.31288126,Světle modrá (Střední znečištění)
Výhled od Lechova kamene na město Kouřim,50.0023,14.9862,0.21421088,Světle modrá (Střední znečištění)
Voltušská vyhlídka,49.5841,13.8396,0.07990755,Tmavě modrá (Slabé znečištění)
Kamenný stůl,49.2223,17.2526,0.15473679,Modrá (Mírné znečištění)
"Tis, u kapličky",49.7128,15.4883,0.087639935,Modrá (Mírné znečištění)
Jurkova jáma,50.0668,14.106,0.3817164,Tmavě zelená (Znečištěná)
Vyhlídka U andílka,49.3124,17.2493,0.19898023,Světle modrá (Střední znečištění)
Pěkný výhled,50.7836,15.329,0.1406977,Modrá (Mírné znečištění)
Výhled Čertův Kámen,50.8305,15.2986,0.100990936,Modrá (Mírné znečištění)
Strom života - památník 100 let Republiky,49.5362,16.0126,0.12570181,Modrá (Mírné znečištění)
Panoramata,50.2317,17.051,0.075388245,Tmavě modrá (Slabé znečištění)
Babická vyhlídka,49.2794,16.6783,0.37221697,Tmavě zelená (Znečištěná)
Vyhlídka,50.6379,13.8603,0.642071,Zelená (Silné znečištění)
Kouty nad Desnou kolejka linowa,50.1,17.116,0.08149631,Modrá (Mírné znečištění)
Vyhlídka Soudek,48.9819,17.0334,0.1950666,Světle modrá (Střední znečištění)
Vyhlídka republiky,50.8169,14.5284,0.12811187,Modrá (Mírné znečištění)
Brýlařský lom,50.7351,14.5931,0.21355559,Světle modrá (Střední znečištění)
Vyhlídka poštolek,50.7333,14.5978,0.21355559,Světle modrá (Střední znečištění)
Dolní vyhlídka Edmundova kamene,50.8852,14.2807,0.11305099,Modrá (Mírné znečištění)
Sychrák,49.3453,16.4361,0.38858172,Tmavě zelená (Znečištěná)
ptačí pozorovatelna,50.6281,14.54,0.19105025,Světle modrá (Střední znečištění)
Medvědí vyhlídka,50.6105,14.5632,0.16870594,Světle modrá (Střední znečištění)
Vyhlídka Na Kouli,50.1821,12.7905,0.21461758,Světle modrá (Střední znečištění)
Výhled na Liblín,49.9196,13.5569,0.10539831,Modrá (Mírné znečištění)
Na Chocholce,50.6135,15.1862,0.20686547,Světle modrá (Střední znečištění)
Dancing House viewpoint,50.0755,14.4141,4.3764353,Oranžová (Extrémní znečištění)
Kabuďův vrch,49.6042,18.195,0.38473836,Tmavě zelená (Znečištěná)
Hvězdárna,50.0883,12.375,0.6271726,Tmavě zelená (Znečištěná)
Vyhlídka nad Fedlem,48.7658,14.0547,0.06660484,Tmavě modrá (Slabé znečištění)
Velká Baba,49.0993,16.2253,0.15235776,Modrá (Mírné znečištění)
Rottrovy domky,50.7298,15.8126,0.11510643,Modrá (Mírné znečištění)
Ferdinandova vyhlídka,50.6879,14.6687,0.19164553,Světle modrá (Střední znečištění)
Hráz rybníku Dolní Peklo,49.867,15.6093,0.13803956,Modrá (Mírné znečištění)
Dolní vyhlídka,50.5721,13.518,0.33671954,Tmavě zelená (Znečištěná)
Horní vyhlídka,50.5731,13.5181,0.33671954,Tmavě zelená (Znečištěná)
Terezina vyhlídka,50.5418,13.4744,0.26714906,Světle modrá (Střední znečištění)
Novoměstská radnice,50.0782,14.4213,4.49328,Oranžová (Extrémní znečištění)
výhled na Helfenburk,50.5819,14.3784,0.1278972,Modrá (Mírné znečištění)
Malinská skála,49.661,16.0715,0.08042887,Modrá (Mírné znečištění)
Těnovická vyhlídka,49.6247,13.6344,0.110261135,Modrá (Mírné znečištění)
Svatý jezevčík,49.7317,13.8686,0.08922192,Modrá (Mírné znečištění)
Malý belvedér,50.0897,14.4013,4.2743573,Oranžová (Extrémní znečištění)
Čertova stěna,48.9205,17.2741,0.19962241,Světle modrá (Střední znečištění)
Štátula,49.303,17.2381,0.19452141,Světle modrá (Střední znečištění)
Rabštejn,49.948,17.1503,0.0856228,Modrá (Mírné znečištění)
Lipa sp.,49.196,16.515,0.79367274,Zelená (Silné znečištění)
Fričova vyhlídka,50.6755,14.076,0.8514355,Zelená (Silné znečištění)
Městské skály (675 m),50.0073,16.9775,0.17476444,Světle modrá (Střední znečištění)
Farní vyhlídka,50.2324,14.4098,0.7210384,Zelená (Silné znečištění)
Čtyři palice,49.6861,16.0933,0.08234183,Modrá (Mírné znečištění)
Chlukov,49.7148,13.7862,0.087634444,Modrá (Mírné znečištění)
Skalní vyhlídka,49.4484,16.3205,0.113363504,Modrá (Mírné znečištění)
Výhled na vilu Mittrovských,49.4519,16.323,0.113363504,Modrá (Mírné znečištění)
Karlova Výšina,50.5113,13.4109,0.34206557,Tmavě zelená (Znečištěná)
Na kamenech. Pohled na hřeben a Sněžku.,50.6689,15.5702,0.122589745,Modrá (Mírné znečištění)
Výhled na Smržovku,50.7357,15.2518,0.28948608,Světle modrá (Střední znečištění)
Výhled na Krkonoše,50.7367,15.2579,0.28948608,Světle modrá (Střední znečištění)
Výhled na viadukt,50.7383,15.2503,0.28515148,Světle modrá (Střední znečištění)
Výhled na chatu Bunč,49.1816,17.3481,0.1387026,Modrá (Mírné znečištění)
Vyhlídka pod Barabášem,49.2142,17.6658,0.7309552,Zelená (Silné znečištění)
Šibeniční vrch,49.2231,17.872,0.17215116,Světle modrá (Střední znečištění)
výhled na Českou Lípu,50.6721,14.4357,0.17199951,Světle modrá (Střední znečištění)
výhled na Nový Bor,50.6698,14.4358,0.17036851,Světle modrá (Střední znečištění)
výhled na Nový Oldřichov,50.6688,14.4379,0.17036851,Světle modrá (Střední znečištění)
Johannisstein Aussicht,50.8345,14.7178,0.14139414,Modrá (Mírné znečištění)
Hoher Stein,49.7211,17.6391,0.09079861,Modrá (Mírné znečištění)
Dvořáčkova vyhlídka,50.3396,16.1559,0.25066924,Světle modrá (Střední znečištění)
Vyhlídka Kačenka,50.5777,16.2581,0.121863484,Modrá (Mírné znečištění)
Vyhlídka do Zaječí rokle,50.5414,16.2978,0.11868691,Modrá (Mírné znečištění)
výhled na Lužické hory,50.6653,14.439,0.17036851,Světle modrá (Střední znečištění)
Skrytá vyhlídka,49.8608,14.467,0.26226357,Světle modrá (Střední znečištění)
Horymírka,49.5582,16.3348,0.092151836,Modrá (Mírné znečištění)
Vyhlídková plošina,50.2019,12.9124,0.21601328,Světle modrá (Střední znečištění)
vyhlídková terasa,49.2257,14.1275,0.10387149,Modrá (Mírné znečištění)
Vyhlídka Skalka,49.8283,14.4502,0.19051243,Světle modrá (Střední znečištění)
Jelen evropský,50.1569,15.9266,0.250695,Světle modrá (Střední znečištění)
Vyhlídka na Střmen,50.5944,16.1314,0.10813412,Modrá (Mírné znečištění)
Bezděz,50.664,14.4598,0.20199119,Světle modrá (Střední znečištění)
"Česká Lípa, Ralsko",50.686,14.4816,0.26759332,Světle modrá (Střední znečištění)
Česká Lípa,50.6728,14.4908,0.29129678,Světle modrá (Střední znečištění)
Melicharka (skála),49.6835,13.516,0.28358224,Světle modrá (Střední znečištění)
Vyhlídka Malhotky 269 m.n.m,49.149,17.0542,0.19314158,Světle modrá (Střední znečištění)
Vyhlídka na výsluní,48.9028,16.9472,0.22188637,Světle modrá (Střední znečištění)
vyhlídka Radovič,50.2729,14.2508,0.41002366,Tmavě zelená (Znečištěná)
Vyhlídka Homole,49.9552,14.2781,0.52716863,Tmavě zelená (Znečištěná)
vyhlídka,49.2442,16.7387,0.38963938,Tmavě zelená (Znečištěná)
Výří skála,49.45,16.3021,0.102731004,Modrá (Mírné znečištění)
Špalkova vyhlídka,48.84,16.0314,0.3440736,Tmavě zelená (Znečištěná)
Vyhlídka Seppa Wudyho,49.2001,13.2163,0.045457296,Tmavě modrá (Slabé znečištění)
Krásná vyhlídka,50.6904,14.8848,0.15406296,Modrá (Mírné znečištění)
Vyhlídková plošina,50.1256,14.2808,1.4165043,Žlutá (Velmi silné znečištění)
Vyhlídka Floriánek,48.9083,16.8248,0.32032126,Tmavě zelená (Znečištěná)
Korunní vyhlídka,50.1876,12.7965,0.23992422,Světle modrá (Střední znečištění)
Krtičkova vyhlídka,50.5606,16.2081,0.12801379,Modrá (Mírné znečištění)
Nad Vaněčkem,48.6568,14.5991,0.04661042,Tmavě modrá (Slabé znečištění)
U Ludvických Hor,48.6598,14.6008,0.04466667,Tmavě modrá (Slabé znečištění)
Malonty U Jákla,48.6822,14.588,0.07335681,Tmavě modrá (Slabé znečištění)
Vyhlídka z Domaniny,49.012,16.7837,0.20474333,Světle modrá (Střední znečištění)
Radechovské skály,50.2781,13.2639,0.07886515,Tmavě modrá (Slabé znečištění)
"Česká Lípa, Bezděz",50.6619,14.4817,0.22907901,Světle modrá (Střední znečištění)
Kočičí vrch,49.8017,17.431,0.13800883,Modrá (Mírné znečištění)
Český betlém,50.3388,16.1607,0.21511789,Světle modrá (Střední znečištění)
Markův kopec,49.538,18.2237,0.43606642,Tmavě zelená (Znečištěná)
Mrtvý muž,49.949,17.0983,0.10874063,Modrá (Mírné znečištění)
Poutníkův trůn,49.8483,14.2262,0.19947581,Světle modrá (Střední znečištění)
Ločarův kámen,49.5459,15.5409,0.12690327,Modrá (Mírné znečištění)
Lorelei,49.8195,17.7106,0.116176955,Modrá (Mírné znečištění)
Gräfova vyhlídka,50.1911,17.1774,0.12759581,Modrá (Mírné znečištění)
Kazabrud,50.4965,15.6095,0.11425134,Modrá (Mírné znečištění)
Výhled na Beskydy,49.6306,17.7128,0.14826168,Modrá (Mírné znečištění)
Vyhlídka Dominiky Kolowrat Krakovské,49.6298,12.6,0.06278671,Tmavě modrá (Slabé znečištění)
jihovýchodní výhled,49.5723,14.0278,0.08734534,Modrá (Mírné znečištění)
severozápadní výhled,49.5739,14.0265,0.08734534,Modrá (Mírné znečištění)
Vyhlídka u rybářské školy,49.1601,14.1777,0.1982806,Světle modrá (Střední znečištění)
Kaple Zvěstování Panny Marie,50.422,16.1689,0.4548342,Tmavě zelená (Znečištěná)
Vyhlídka Karla Zvěřiny,49.1537,14.9691,0.2506786,Světle modrá (Střední znečištění)
výhled na Opičí skálu,50.5896,14.378,0.12909925,Modrá (Mírné znečištění)
Hraběcí kříž,50.0399,13.2961,0.05812971,Tmavě modrá (Slabé znečištění)
ptačí pozorovatelna,49.8033,18.2022,1.5868388,Žlutá (Velmi silné znečištění)
Kraví hora,48.634,14.3203,0.077221274,Tmavě modrá (Slabé znečištění)
Cimburk,49.1036,17.2156,0.12895857,Modrá (Mírné znečištění)
Koryčanská kaple,49.0817,17.1991,0.14060271,Modrá (Mírné znečištění)
Polické Insta dveře,50.5232,16.2611,0.13115959,Modrá (Mírné znečištění)
Březový vrch,50.6869,14.1727,0.26476893,Světle modrá (Střední znečištění)
Otevřené dveře Nová Ves,50.3515,12.5454,0.10395179,Modrá (Mírné znečištění)
Na Vlčí skále,49.438,14.1984,0.059561208,Tmavě modrá (Slabé znečištění)
swing_gate,49.6939,17.4813,0.13407257,Modrá (Mírné znečištění)
Pochopova skála,49.3507,16.2837,0.11748486,Modrá (Mírné znečištění)
Pochopova skála,49.3505,16.2835,0.11748486,Modrá (Mírné znečištění)
Sochorská skála,49.3641,16.2829,0.111015484,Modrá (Mírné znečištění)
Vyhlídka Větrovy,49.3908,14.6473,0.28713903,Světle modrá (Střední znečištění)
Vyhlídka u altánku,49.5431,14.6063,0.081511155,Modrá (Mírné znečištění)
Památná lípa na Láni,49.7929,18.1169,0.71179104,Zelená (Silné znečištění)
Otova vyhlídka,50.0539,16.6962,0.08580668,Modrá (Mírné znečištění)
Mařenka,49.8326,14.4562,0.20259899,Světle modrá (Střední znečištění)
Dveře,49.1782,13.2537,0.04448344,Tmavě modrá (Slabé znečištění)
Bezděz,50.5949,14.748,0.12349875,Modrá (Mírné znečištění)
Břehyňský rybník a Máchovo jezero,50.5926,14.7518,0.12509494,Modrá (Mírné znečištění)
Orlí hnízdo,49.3523,16.3697,0.16802473,Světle modrá (Střední znečištění)
Vyhlídka Vladimíra Foltánka,49.2824,16.9461,0.32677534,Tmavě zelená (Znečištěná)
Vyhlídka u lomu Čertovy schody,49.9172,14.0539,0.39573783,Tmavě zelená (Znečištěná)
vyhlídka Karlov,49.1402,14.9985,0.62161845,Tmavě zelená (Znečištěná)
Vyhlídka pana Šalamouna,48.6538,14.3655,0.07203938,Tmavě modrá (Slabé znečištění)
Pod Budinou,50.5799,14.3566,0.13927773,Modrá (Mírné znečištění)
"Ralsko, Bezděz",50.7157,14.701,0.1902729,Světle modrá (Střední znečištění)
Vyhlídka na Kalvárii,50.0667,14.3258,2.6708322,Oranžová (Extrémní znečištění)
Vyhlídka Medvěd,50.7197,15.4487,0.12245186,Modrá (Mírné znečištění)
Posed,50.2067,14.341,0.6823823,Zelená (Silné znečištění)
Vyhlídkové místo na Štramberk,49.5931,18.1209,0.47450134,Tmavě zelená (Znečištěná)
Vyhlídkové místo Nad vlekem,49.1664,17.8357,0.14153868,Modrá (Mírné znečištění)
Heroldova vyhlídka,50.5319,15.033,0.24744134,Světle modrá (Střední znečištění)
Okno na Kašperk,49.1714,13.5691,0.058482077,Tmavě modrá (Slabé znečištění)
Chacharova vyhlídka,49.8461,18.3007,2.1123068,Žlutá (Velmi silné znečištění)
Zvičina,50.4549,15.6942,0.1150854,Modrá (Mírné znečištění)
Vyhlídka Ovce,50.7196,15.4475,0.12245186,Modrá (Mírné znečištění)
Vyhlídka Horník,50.7193,15.4465,0.12245186,Modrá (Mírné znečištění)
Buková - viklan,50.7633,15.2434,0.2144763,Světle modrá (Střední znečištění)
Holubí skály,50.4417,12.8095,0.085598946,Modrá (Mírné znečištění)
Vyhlídka na Plzeň,49.7919,13.3442,0.625772,Tmavě zelená (Znečištěná)
Hadí skála,49.8773,14.4498,0.30693513,Světle modrá (Střední znečištění)
Vyhlídka Samuela Šroma,49.1623,17.624,0.23622537,Světle modrá (Střední znečištění)
Karvánka,49.9141,13.529,0.111202806,Modrá (Mírné znečištění)
Vřesník,49.5343,15.2497,0.10487852,Modrá (Mírné znečištění)
Vyhlídkové místo Kamínky,49.4813,16.512,0.14679009,Modrá (Mírné znečištění)
Masarykova vyhlídka,50.0352,13.923,0.15829338,Modrá (Mírné znečištění)
Drobošova vyhlídka,50.8062,14.6503,0.13781247,Modrá (Mírné znečištění)
Skála smrti,50.2552,17.0542,0.07453605,Tmavě modrá (Slabé znečištění)
skalní vyhlídka Pavučina,49.9309,13.5573,0.10647722,Modrá (Mírné znečištění)
Treppenstein,50.8598,14.3936,0.10520811,Modrá (Mírné znečištění)
Vyhlídka Na pilíři,49.7306,13.3821,2.0157077,Žlutá (Velmi silné znečištění)
"Varnsdorf, Tolštejn, Hrádek",50.9268,14.6316,0.32947886,Tmavě zelená (Znečištěná)
Mufloní vyhlídka,50.461,13.2765,0.17133752,Světle modrá (Střední znečištění)
Výhled na Teplické skalní město,50.5804,16.1139,0.10896185,Modrá (Mírné znečištění)
Vyhlídková plošina,49.8742,18.2594,1.4133196,Žlutá (Velmi silné znečištění)
Talblick,50.722,13.7769,0.18660063,Světle modrá (Střední znečištění)
Vyhlídka Bednář,49.8253,14.4501,0.19051243,Světle modrá (Střední znečištění)
Mohyla Karla Klostermanna,50.3722,12.8282,0.11438144,Modrá (Mírné znečištění)
Starosta a Starostová,50.6123,16.1132,0.10833636,Modrá (Mírné znečištění)
Nývltova vyhlídka,50.2173,15.9684,0.26925963,Světle modrá (Střední znečištění)
Zlatý kůň,49.9163,14.066,0.35721505,Tmavě zelená (Znečištěná)
vyhlídka Boženy Němcové,50.3416,15.9283,0.39022455,Tmavě zelená (Znečištěná)
Kuhberg -  Kraví Hora,48.634,14.3203,0.077221274,Tmavě modrá (Slabé znečištění)
Vyhlídka sv. Kryštofa,49.0804,17.8725,0.17629558,Světle modrá (Střední znečištění)
Sokolova vyhlídka,49.3889,12.8436,0.09989773,Modrá (Mírné znečištění)
Halířova skála,49.1862,16.0159,0.11701879,Modrá (Mírné znečištění)
Rossiho vyhlídka,49.5574,16.3111,0.09489253,Modrá (Mírné znečištění)
U Spáleného mostu,49.2759,15.7779,0.12106571,Modrá (Mírné znečištění)
Vyhlídka Karla Löwa,49.4067,15.62,0.5310576,Tmavě zelená (Znečištěná)
Vyhlídka Jaruš,50.907,15.2058,0.14403675,Modrá (Mírné znečištění)
Exilvorstand der deutschen Sozialdemokratie 1933 bis 1938,50.0919,14.4492,4.369525,Oranžová (Extrémní znečištění)
Ve smrčí,49.1663,14.5544,0.12275196,Modrá (Mírné znečištění)
Vyhlídka Vladimíra Horáka,50.6988,14.0625,0.4234124,Tmavě zelená (Znečištěná)
Vyhlídka Na Hřebeni,50.701,14.0302,0.52203244,Tmavě zelená (Znečištěná)
Vyhlídka na Jiráskově stezce,50.2069,15.2833,0.22189736,Světle modrá (Střední znečištění)
Vyhlídka Triangl,50.9115,15.1986,0.14790775,Modrá (Mírné znečištění)
Dědova vyhlídka,50.2126,14.8541,0.36507726,Tmavě zelená (Znečištěná)
Koňská hlava,50.8,14.1209,0.19782174,Světle modrá (Střední znečištění)
vyhlídka Vejdoch,49.5361,16.0127,0.12570181,Modrá (Mírné znečištění)
Skautská vyhlídka,50.4706,15.2894,0.14626269,Modrá (Mírné znečištění)
Králův stolec,50.5667,14.6862,0.1413446,Modrá (Mírné znečištění)
Vyhlídka na vodní nádrž Plumlov,49.468,17.0403,0.29168543,Světle modrá (Střední znečištění)
Mílova vyhlídka,50.529,14.0236,0.31288126,Světle modrá (Střední znečištění)
Vyhlídka zamilovaných,48.8952,15.8189,0.06447112,Tmavě modrá (Slabé znečištění)
Čtyři douglasky,49.3548,16.6823,0.34013876,Tmavě zelená (Znečištěná)
Dvořákova vyhlídka,49.1718,16.0462,0.120078556,Modrá (Mírné znečištění)
Rufusova vyhlídka,50.5666,14.6846,0.1413446,Modrá (Mírné znečištění)
Hradisko,49.2465,16.6753,0.5765784,Tmavě zelená (Znečištěná)
Vyhlídka v Holubu,49.274,13.4353,0.07601923,Tmavě modrá (Slabé znečištění)
Vyhlídka na Kalvárii,49.2713,13.431,0.073529705,Tmavě modrá (Slabé znečištění)
Vyhlídka na Plášti,49.26,13.4388,0.07160644,Tmavě modrá (Slabé znečištění)
výhled na Helfenburk,50.5815,14.3819,0.1278972,Modrá (Mírné znečištění)
Výhled na Chudobínskou borovici,49.5695,16.2801,0.09164426,Modrá (Mírné znečištění)
Panoráma Jeseníků,49.657,17.0388,0.2523013,Světle modrá (Střední znečištění)
Komárova vyhlídka,49.639,13.3753,0.25806284,Světle modrá (Střední znečištění)
Vyhlídka na řeku Berounku,49.7696,13.4198,1.0239049,Zelená (Silné znečištění)
Vyhlídka pod Bukovou horou,49.5288,13.5499,0.09824882,Modrá (Mírné znečištění)
Vyhlídka U jelena,49.6215,17.6207,0.1308652,Modrá (Mírné znečištění)
Výhled na Kamenec,49.8825,13.5974,0.11216229,Modrá (Mírné znečištění)
Laďova vyhlídka,50.2094,17.0299,0.07203388,Tmavě modrá (Slabé znečištění)
Planýrka,49.2168,16.612,2.429207,Žlutá (Velmi silné znečištění)
Vyhlídka TGM,49.5173,16.5119,0.1702492,Světle modrá (Střední znečištění)
Vyhlídka Barborka,49.2665,17.8286,0.17415336,Světle modrá (Střední znečištění)
Všekarská vyhlídka,49.6079,13.0447,0.111155935,Modrá (Mírné znečištění)
Vyhlídka Jaroslava Kuby,50.4933,15.2573,0.15265316,Modrá (Mírné znečištění)
Maxova bouda,50.6612,15.8494,0.12134278,Modrá (Mírné znečištění)
Louka nad Husovou,49.2497,16.6627,0.68934345,Zelená (Silné znečištění)
Chalupníkova lavička,49.559,16.3272,0.09268056,Modrá (Mírné znečištění)
Orlí skála,49.7232,17.7316,0.12130529,Modrá (Mírné znečištění)
Vyhlídka Šibeňák,50.646,15.2591,0.301392,Světle modrá (Střední znečištění)
Horka,48.9367,15.7178,0.043065853,Tmavě modrá (Slabé znečištění)
Výří skála,48.9354,15.7082,0.042777568,Tmavě modrá (Slabé znečištění)
vyhlídka Miloše Formana,50.5871,14.637,0.1720835,Světle modrá (Střední znečištění)
Urbanečský vrch,49.0426,15.4171,0.07376274,Tmavě modrá (Slabé znečištění)
Šelenburk,50.0689,17.7277,0.24100108,Světle modrá (Střední znečištění)
Vyhlídka na Červenou Vodu,50.0457,16.7526,0.09746285,Modrá (Mírné znečištění)
Vyhlídka Fénix,50.8742,14.2861,0.116368234,Modrá (Mírné znečištění)
Vyhlídka Pohoří,49.3503,13.1488,0.095911555,Modrá (Mírné znečištění)
Oskarova vyhlídka,49.9689,13.7812,0.08444287,Modrá (Mírné znečištění)
Na Floriánu,49.8496,13.6076,0.1528354,Modrá (Mírné znečištění)
Vyhlídka na Janečku,50.6304,15.3173,0.17584063,Světle modrá (Střední znečištění)
Skála Rozloučení,50.042,14.4129,3.273671,Oranžová (Extrémní znečištění)
LOVEčka,49.6174,18.1881,0.39803326,Tmavě zelená (Znečištěná)
Alžbětina vyhlídka,50.4537,15.7072,0.11700065,Modrá (Mírné znečištění)
Okklania,50.2797,16.4699,0.08058768,Modrá (Mírné znečištění)
vyhlídka Cyrila Boudy,50.4896,15.4864,0.16395906,Světle modrá (Střední znečištění)
Vyhlídka na Šmahlířce,49.3814,15.3565,0.08880487,Modrá (Mírné znečištění)
Amorova vyhlídka,49.3552,16.3492,0.15201971,Modrá (Mírné znečištění)
Vyhlídka na střeše Krajského úřadu,50.7632,15.0535,1.5669394,Žlutá (Velmi silné znečištění)
Návarovská vyhlídka,50.6782,15.3167,0.16407102,Světle modrá (Střední znečištění)
Na Poledník,49.0525,13.4448,0.031464107,Šedá (Téměř přirozená)
Výšina sv. Metoděje,49.059,17.4703,0.7675965,Zelená (Silné znečištění)
Matějčkova vyhlídka,48.7403,14.422,0.08877469,Modrá (Mírné znečištění)
Pětikostelní kámen,50.8424,14.603,0.123826206,Modrá (Mírné znečištění)
45-135,50.7339,14.2437,0.23341799,Světle modrá (Střední znečištění)
Bílá skála,49.5773,13.8434,0.077105284,Tmavě modrá (Slabé znečištění)
U Drtiče,49.5747,13.8441,0.077105284,Tmavě modrá (Slabé znečištění)
Vyhlídka na Baštu,49.4815,16.6615,0.3255695,Tmavě zelená (Znečištěná)
vyhlídka,49.2251,15.8378,0.26816761,Světle modrá (Střední znečištění)
Jelení kámen,50.839,14.5866,0.122521,Modrá (Mírné znečištění)
Modulární Vyhlídka,50.0672,14.4054,4.0587354,Oranžová (Extrémní znečištění)
Vyhlídka Antonína Bárty,49.5255,13.6653,0.07931285,Tmavě modrá (Slabé znečištění)
Jižní vyhlídka,49.8582,13.7612,0.18250494,Světle modrá (Střední znečištění)
hledisko,50.6545,15.7473,0.109385684,Modrá (Mírné znečištění)
hledisko,50.6556,15.7456,0.109385684,Modrá (Mírné znečištění)
Výhled na Vlašim,49.725,14.8453,0.12403394,Modrá (Mírné znečištění)
Kozí hrádek,48.8095,16.6381,0.5108161,Tmavě zelená (Znečištěná)
Pražská brána,50.3515,14.476,0.8227686,Zelená (Silné znečištění)
Cyrilka,49.4849,18.2612,0.13134451,Modrá (Mírné znečištění)
Vyhlídka u hrušky,49.2334,17.9152,0.11643445,Modrá (Mírné znečištění)
Vyhlídka královny Karoly,49.9785,12.6987,0.4087824,Tmavě zelená (Znečištěná)
Pozorovací lávka u Lučních rybníků,50.2138,12.8542,0.42504272,Tmavě zelená (Znečištěná)
Kaple Nejsvětější Trojice,49.9156,18.2691,0.64482236,Zelená (Silné znečištění)
Pozorovatelna Durch,49.1467,18.0791,0.10370002,Modrá (Mírné znečištění)
Podhledna Svinná,49.8941,16.3889,0.18490723,Světle modrá (Střední znečištění)
gloriet Klobouk,49.4083,12.9934,0.13898185,Modrá (Mírné znečištění)
Přístřešek s ochozem Zamčiska,49.6111,18.7373,0.23449567,Světle modrá (Střední znečištění)
Ptačí pozorovatelna Girov,49.606,18.737,0.23449567,Světle modrá (Střední znečištění)
