name,lat,lon,addr:city,tower:construction,tower:type,tourism,height,building,wikipedia,charge,start_date,access,surveillance,man_made
Unnamed POI,49.2073235,16.5821862,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2080613,16.5842363,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2109861,16.5876495,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2066408,16.5820525,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2108893,16.5875634,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2072509,16.5821874,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2067082,16.5820714,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2109067,16.5875792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2088754,16.5858988,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2091521,16.5869404,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2112519,16.5874865,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2110096,16.5876699,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2091417,16.5860027,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2093208,16.5857004,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2110824,16.5873403,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2120484,16.5886097,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2125049,16.5885846,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2112719,16.5875037,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.409315,14.6554954,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1965015,16.6079045,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,50.3569514,12.690906,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.8491758,14.3480979,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,48.813701,14.3123253,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,guard,surveillance
Unnamed POI,49.5526587,17.3254108,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.5526552,17.325588,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
rozhledna Březinka odb.,49.6238614,12.8092164,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2092008,16.6195362,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2101356,16.6189673,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2105006,16.6187569,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2112087,16.6183628,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2095152,16.619353,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2115733,16.6181501,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2058727,16.6221568,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2091994,16.619545,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2055827,16.5942245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.1228706,14.5074366,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
U Spáleného mostu,49.2759458,15.7779202,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2121366,16.6263251,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2128516,16.6287,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2123195,16.6265308,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2128629,16.6287104,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Vyhlídka Karla Löwa,49.4066529,15.6199943,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.5235224,18.3977062,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rozhledna Bára,49.9162709,15.7811337,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.9162467,15.7803223,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,49.9162964,15.7806433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,49.9814655,14.2021119,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vyhlídka Jaruš,50.9069692,15.2058328,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Exilvorstand der deutschen Sozialdemokratie 1933 bis 1938,50.0919269,14.4491683,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2141517,16.6230328,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.2141017,16.6229972,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,48.7811467,14.3538987,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.1014514,13.4832843,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.6995921,13.1878434,Unknown,Unknown,observation,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,tower
Unnamed POI,50.1210694,14.5014368,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,50.7056423,14.8022559,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.799099,12.902538,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2233143,17.6685861,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Ve smrčí,49.166339,14.5543585,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.1883812,12.7012235,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"Vyhlídková věž ""Vikšejn""",49.80433,17.7731671,Unknown,Unknown,observation,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.7403464,13.3796396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7403534,13.3796382,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7406936,13.3794498,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7404218,13.3792654,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7407356,13.3798012,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7406684,13.3798494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7407014,13.3794505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7405167,13.3793157,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1688267,16.7278761,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,49.6161033,18.1973475,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.3373411,15.7411216,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.0746039,17.4954133,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.1062809,13.9290775,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vyhlídka Vladimíra Horáka,50.6988411,14.0625281,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vyhlídka Na Hřebeni,50.7010149,14.0302331,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.7261883,13.3656001,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7262581,13.3660514,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7266435,13.3660662,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7263498,13.3655451,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7297259,13.3698991,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7299625,13.370231,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7301172,13.3697871,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7298125,13.3693808,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7443756,13.3726149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7443669,13.3726082,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9602641,13.7622054,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2130663,16.2314522,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,49.9832944,14.4077663,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.9356963,17.2642008,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.7520099,13.3752951,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7218485,12.9048518,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.0671347,14.4142381,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.2725812,14.3284499,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.2796288,16.6095396,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.1041238,14.5422793,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.9168369,17.74682,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.395836,12.6755752,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.7745228,13.3672734,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7743279,13.3671379,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7743097,13.3671473,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.774269,13.3672881,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7742751,13.3672653,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6369723,13.8096477,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6354944,13.8077905,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6371861,13.8115909,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6373469,13.8105406,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.636931,13.813547,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6357115,13.8090517,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.4250364,14.6338195,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.5896321,14.4213273,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"Líský, rozhledna",50.2454031,13.9185197,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vyhlídka na Jiráskově stezce,50.2069058,15.2832991,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.7798799,13.3659313,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.8263743,17.6946656,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.3712094,13.0419502,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.6257342,15.0841249,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,50.8997983,15.1962322,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vyhlídka Triangl,50.9114707,15.1986054,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.2772073,13.9134584,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.0694784,14.371633,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.636316,13.8160572,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6359597,13.8193834,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6379876,13.8222236,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6379293,13.8221304,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6379434,13.8221426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6379165,13.8223524,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.637665,13.824931,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6376389,13.8249154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.636539,13.8220723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6366078,13.8223473,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6359627,13.8192691,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6379815,13.8222508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6438185,13.829945,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6329873,13.8196486,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6451635,13.8315632,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6465362,13.8347232,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6391248,13.8245152,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6417458,13.8273283,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6484404,13.8359326,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6325965,13.820391,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6484243,13.8366476,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6324975,13.8204747,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6369473,13.826183,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6480373,13.8351798,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6465236,13.8347599,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6331722,13.819496,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6366262,13.8242192,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6337123,13.8221129,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6465006,13.8337457,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6483997,13.8362319,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.633711,13.8221094,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6380222,13.8270787,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6388685,13.8251729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.637837,13.8270133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6467982,13.8354142,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6332946,13.8250613,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6438879,13.829136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,50.6462611,13.8333264,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.6465361,13.8347945,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
